,hash_id,Vlak,Vecerka,Obchod,Bus,Skola,Skolka,Lekar,Hospoda,Restaurace,Metro,Tram,date_update,building_type,building_condition,building_location,area_net,price_note,energy_efficient_rating,building_floor_type,building_floor,garage,swimming_pool,area_landplot,cellar,house_location,price,lat,lon,locality,region,lat_cen,lon_cen,city_dist
130,3937080396,1706.0,1020.0,1563.0,54.0,1839.0,507.0,2447.0,1052.0,413.0,3828.0,4688.0,Včera,Cihlová,Novostavba,Klidná část obce,276.0,,C,Patrový,3,2,,903.0,1,Samostatný,34990000,50.020641,14.579241,Praha 10 - Pitkovice,10,50.0875,14.4213889,13.500998647146012
132,2020501596,1770.0,155.0,1037.0,123.0,409.0,465.0,788.0,654.0,1217.0,1364.0,516.0,Včera,Cihlová,K demolici,Centrum obce,69.0,,G,Přízemní,2 včetně 1 podzemního,,,99.0,1,Řadový,7999999,50.08794,14.48729,"Za Vackovem, Praha 3 - Žižkov",10,50.0875,14.4213889,4.701917386573554
133,3556124764,2133.0,612.0,2648.0,153.0,411.0,304.0,3216.0,914.0,217.0,3248.0,2730.0,Dnes,Cihlová,Dobrý,Klidná část obce,330.0,,G,Patrový,2,1,,739.0,9,Samostatný,24900000,50.127518,14.365813,"Dolina, Praha 6 - Lysolaje",10,50.0875,14.4213889,5.958951401035136
134,353797452,1121.0,562.0,1309.0,77.0,267.0,102.0,863.0,1041.0,132.0,1894.0,3987.0,Dnes,Cihlová,Novostavba,,263.0,včetně poplatků,D,Patrový,,,,437.0,,Samostatný,23890000,50.108398,14.603844,"Březovická, Praha - Horní Počernice",10,50.0875,14.4213889,13.220164915137646
135,1996638028,772.0,606.0,2841.0,153.0,1014.0,841.0,2399.0,1876.0,575.0,2734.0,479.0,Včera,Cihlová,Dobrý,Klidná část obce,199.0,,G,Patrový,3 včetně 1 podzemního,1,,1273.0,,,23900000,50.033703,14.394406,"Pod Habrovou, Praha 5 - Hlubočepy",10,50.0875,14.4213889,6.284414875109986
137,3623937356,881.0,82.0,54.0,73.0,520.0,161.0,3846.0,1495.0,312.0,3473.0,4035.0,Včera,Smíšená,Po rekonstrukci,,164.0,"včetně poplatků, včetně provize, včetně právního servisu",,Patrový,,1,,213.0,,Řadový,10490000,50.156605,14.522437,"Schoellerova, Praha 9 - Čakovice",10,50.0875,14.4213889,10.532987843171954
138,1159890252,3255.0,2454.0,4388.0,113.0,1323.0,1323.0,5171.0,3010.0,151.0,0.0,0.0,Včera,Smíšená,Velmi dobrý,Klidná část obce,178.0,,G,Patrový,2,,,1005.0,,Samostatný,13900000,50.04977,14.629668,"Pod přehradou, Praha 10 - Hájek u Uhříněvsi",10,50.0875,14.4213889,15.446099897883553
139,2240251212,1321.0,1002.0,1594.0,302.0,1103.0,533.0,2408.0,1117.0,319.0,4544.0,2814.0,Včera,Cihlová,Velmi dobrý,,280.0,,C,Patrový,2,1,,599.0,,Samostatný,16800000,50.05769,14.57636,"Stinkovská, Praha 10 - Dubeč",10,50.0875,14.4213889,11.5458257650839
141,1835500876,1735.0,886.0,1866.0,284.0,442.0,134.0,1354.0,835.0,811.0,2058.0,744.0,Včera,Cihlová,Velmi dobrý,,230.0,,D,Patrový,3,1,,355.0,,Řadový,22990000,50.077068,14.376623,"Nad Palatou, Praha 5 - Smíchov",10,50.0875,14.4213889,3.3982590677380564
149,4195682124,817.0,241.0,542.0,114.0,337.0,142.0,3855.0,1237.0,18.0,3201.0,4165.0,Včera,Cihlová,Novostavba,,200.0,včetně DPH,B,Patrový,,,,821.0,,Samostatný,20478000,50.153233,14.528682,Praha 9 - Čakovice,10,50.0875,14.4213889,10.580136449473127
151,2993337932,211.0,326.0,1418.0,27.0,510.0,401.0,1231.0,1426.0,789.0,310.0,1444.0,Včera,Cihlová,Před rekonstrukcí,,164.0,,,Patrový,3 včetně 1 podzemního,,,736.0,34,Samostatný,19900000,50.056969,14.369031,"Klikatá, Praha 5 - Jinonice",10,50.0875,14.4213889,5.048541848387872
152,3409728588,2761.0,167.0,976.0,169.0,379.0,256.0,344.0,848.0,297.0,2022.0,1595.0,Dnes,Cihlová,Dobrý,Klidná část obce,242.0,,,Patrový,,1,,498.0,,Rohový,14990000,50.137665,14.432498,"Ke hřišti, Praha 8 - Čimice",10,50.0875,14.4213889,5.634060931857865
153,725661004,4057.0,106.0,1815.0,112.0,353.0,353.0,2329.0,1849.0,176.0,2315.0,4493.0,Včera,Cihlová,Novostavba,Klidná část obce,479.0,,C,Patrový,2,,,627.0,,Samostatný,39900000,50.013084,14.544675,"Nad výpustí, Praha - Újezd u Průhonic",10,50.0875,14.4213889,12.08124049282664
154,2855175500,1582.0,390.0,2001.0,206.0,490.0,366.0,862.0,281.0,402.0,537.0,205.0,Včera,Cihlová,Dobrý,,365.0,,G,Patrový,,,,937.0,,Samostatný,28900000,50.119457,14.457105,"S. K. Neumanna, Praha 8 - Libeň",10,50.0875,14.4213889,4.372160300445107
156,840496460,1836.0,293.0,681.0,321.0,47.0,61.0,2178.0,293.0,244.0,431.0,1684.0,Včera,Cihlová,Ve výstavbě,Centrum obce,138.0,Neplatíte žádnou provizi,C,Patrový,3,,,180.0,,,21900000,50.048607,14.313285,"U kašny, Praha 5 - Stodůlky",10,50.0875,14.4213889,8.84510572481484
157,4293186892,494.0,378.0,2508.0,163.0,413.0,231.0,1430.0,2358.0,1229.0,5390.0,1473.0,Včera,Cihlová,Po rekonstrukci,,150.0,,G,Patrový,,,,736.0,,Samostatný,19990000,50.008675,14.381797,Praha 5 - Velká Chuchle,10,50.0875,14.4213889,9.209562006906092
158,2540328012,1441.0,989.0,2088.0,90.0,756.0,1041.0,1208.0,2146.0,127.0,1209.0,1154.0,Včera,Smíšená,Projekt,,148.0,"včetně DPH, včetně provize, včetně právního servisu",B,Patrový,,,,317.0,,Řadový,28946000,50.107578,14.352712,"V Trníčku, Praha 6 - Dejvice",10,50.0875,14.4213889,5.383456143053492
160,3713303884,637.0,97.0,4718.0,34.0,351.0,40.0,854.0,1146.0,467.0,0.0,4154.0,31.01.2024,Smíšená,Velmi dobrý,Klidná část obce,248.0,"včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,,,,264.0,45,Samostatný,12700000,49.966251,14.39402,"Na plácku, Praha 5 - Zbraslav",10,50.0875,14.4213889,13.62329164875726
161,391894348,1178.0,977.0,1298.0,249.0,818.0,861.0,1945.0,1238.0,593.0,1415.0,946.0,31.01.2024,Cihlová,Velmi dobrý,,136.0,"včetně provize, včetně právního servisu",G,Patrový,,1,,336.0,,Řadový,17990000,50.095215,14.52704,"Cedrová, Praha 9 - Hloubětín",10,50.0875,14.4213889,7.58568771689106
162,3611608396,1346.0,160.0,0.0,186.0,240.0,173.0,1704.0,833.0,76.0,0.0,0.0,31.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,100.0,Kupující provizi RK neplatí.,G,Patrový,,28,,1125.0,,Samostatný,11990000,50.07822,14.650736,"Starokolínská, Praha 9 - Újezd nad Lesy",10,50.0875,14.4213889,16.396745921543253
164,3394487628,2709.0,340.0,1478.0,258.0,658.0,160.0,456.0,1366.0,486.0,2772.0,2202.0,31.01.2024,Smíšená,Dobrý,Klidná část obce,157.0,Cena včetně provize a právního servisu.,C,Patrový,3,1,,306.0,20,Rohový,12890000,50.143696,14.427792,"K mlýnu, Praha 8 - Čimice",10,50.0875,14.4213889,6.265366980935304
166,2759902540,1165.0,378.0,307.0,70.0,814.0,168.0,4072.0,1486.0,430.0,3764.0,4216.0,31.01.2024,Dřevěná,Velmi dobrý,Klidná část obce,250.0,včetně provize a právního servisu,,Patrový,2,1,,514.0,,Samostatný,15544500,50.159271,14.522039,"Králova, Praha 9 - Třeboradice",10,50.0875,14.4213889,10.732039683166139
167,154912076,100.0,843.0,1847.0,169.0,634.0,191.0,432.0,994.0,342.0,1193.0,629.0,Včera,Cihlová,Velmi dobrý,,210.0,,G,Patrový,,,1.0,355.0,1,Řadový,26000000,50.063915,14.36301,"Průchova, Praha 5 - Košíře",10,50.0875,14.4213889,4.9227607629197365
168,1189791052,4299.0,512.0,840.0,33.0,572.0,306.0,398.0,660.0,67.0,983.0,3905.0,31.01.2024,Cihlová,Dobrý,Rušná část obce,174.0,Včetně provize a právního servisu,G,Patrový,2,1,,444.0,9,Samostatný,15670000,50.01897,14.510827,"U zemníku, Praha 4 - Šeberov",10,50.0875,14.4213889,9.941912338130585
169,69232988,0.0,365.0,2414.0,190.0,1528.0,703.0,1797.0,1266.0,396.0,3176.0,4637.0,31.01.2024,Cihlová,Dobrý,Klidná část obce,230.0,,D,Patrový,2,2,1.0,906.0,,Samostatný,19500000,49.999962,14.519221,"Karfíkova, Praha 4 - Šeberov",10,50.0875,14.4213889,11.981355132625211
170,157291596,733.0,308.0,2735.0,129.0,485.0,334.0,789.0,359.0,315.0,3271.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,357.0,,G,Patrový,,1,,679.0,,Samostatný,22900000,50.114414,14.622386,"Votuzská, Praha - Horní Počernice",10,50.0875,14.4213889,14.645054718448066
171,1027986764,1066.0,558.0,2876.0,69.0,494.0,490.0,1054.0,553.0,481.0,3442.0,0.0,31.01.2024,Cihlová,Dobrý,,88.0,,,Přízemní,,1,,812.0,1,,13990000,50.111568,14.625378,"Ve žlíbku, Praha - Horní Počernice",10,50.0875,14.4213889,14.79393262970964
172,3375166796,2855.0,267.0,1190.0,167.0,315.0,243.0,633.0,215.0,171.0,871.0,2090.0,31.01.2024,Cihlová,Velmi dobrý,,235.0,"včetně DPH, včetně provize, včetně právního servisu",G,Patrový,,,,330.0,1,Rohový,18950000,50.035496,14.512281,"Vycpálkova, Praha 4 - Chodov",10,50.0875,14.4213889,8.691065543633641
173,4141164364,478.0,452.0,727.0,237.0,0.0,744.0,2915.0,684.0,322.0,1130.0,3057.0,31.01.2024,Cihlová,Ve výstavbě,,218.0,včetně provize,B,Patrový,,,,300.0,,Řadový,21585000,50.037949,14.312969,"Radouňova, Praha 5 - Řeporyje",10,50.0875,14.4213889,9.500147009890844
174,2724308300,1666.0,162.0,1135.0,523.0,341.0,120.0,997.0,841.0,156.0,579.0,186.0,31.01.2024,Kamenná,Velmi dobrý,,110.0,,G,Patrový,,,,169.0,,,16500000,50.076481,14.497243,"Dvouletky, Praha 10 - Strašnice",10,50.0875,14.4213889,5.5493525991757675
176,2299946060,1266.0,73.0,2367.0,46.0,337.0,169.0,2848.0,280.0,78.0,3754.0,2659.0,31.01.2024,Cihlová,Novostavba,,410.0,včetně provize a veškerých právních služeb,B,Patrový,,1,,520.0,,,30900000,50.132973,14.376801,Praha 6 - Suchdol,10,50.0875,14.4213889,5.972994579740879
177,50193740,692.0,473.0,495.0,242.0,420.0,420.0,332.0,1158.0,388.0,408.0,1641.0,31.01.2024,Cihlová,Před rekonstrukcí,,378.0,včetně provize a veškerých právních služeb,,Patrový,,1,1.0,719.0,,,37990000,50.039551,14.450837,"Nad pískovnou, Praha 4 - Krč",10,50.0875,14.4213889,5.731084103487134
180,3781539148,451.0,562.0,1509.0,250.0,745.0,490.0,987.0,1248.0,876.0,560.0,1219.0,31.01.2024,Smíšená,Novostavba,,251.0,"Cena včetně DPH, parkovacího stání a sklepu., včetně DPH, včetně provize, včetně právního servisu",B,Patrový,,,,330.0,,Řadový,36950000,50.061695,14.36879,"Na pomezí, Praha 5",10,50.0875,14.4213889,4.724753554277744
181,2585974092,808.0,301.0,1562.0,54.0,1039.0,574.0,1566.0,433.0,309.0,0.0,1211.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,135.0,,B,Patrový,,,,297.0,7,Řadový,16500000,49.991814,14.415645,"Do koutů, Praha - Praha 12",10,50.0875,14.4213889,10.647702289272992
182,3742987340,1440.0,223.0,1418.0,144.0,655.0,255.0,663.0,1438.0,310.0,687.0,582.0,31.01.2024,Cihlová,Po rekonstrukci,,397.0,,G,Patrový,,1,,655.0,1,,39000000,50.064079,14.386883,"Peroutkova, Praha 5 - Smíchov",10,50.0875,14.4213889,3.584106522111412
183,3622065228,1379.0,225.0,611.0,144.0,582.0,170.0,743.0,832.0,633.0,4181.0,667.0,31.01.2024,Smíšená,Velmi dobrý,,221.0,,G,Patrový,,1,,390.0,18,,21300000,50.015354,14.410814,"Pod lomem, Praha 4 - Modřany",10,50.0875,14.4213889,8.057721233665372
184,3453965388,683.0,1080.0,2122.0,290.0,890.0,648.0,1346.0,2225.0,271.0,596.0,626.0,31.01.2024,Cihlová,Velmi dobrý,,630.0,,G,Patrový,,1,,832.0,,,40000000,50.059139,14.387884,Praha 5 - Radlice,10,50.0875,14.4213889,3.9575931877777637
185,2305909836,428.0,639.0,720.0,189.0,576.0,250.0,657.0,1143.0,322.0,679.0,1644.0,31.01.2024,Smíšená,Velmi dobrý,,357.0,,D,Patrový,,,,594.0,1,,29900000,50.037979,14.445215,"Krčská, Praha 4 - Krč",10,50.0875,14.4213889,5.763148694683935
186,3976062028,4456.0,452.0,1349.0,390.0,298.0,208.0,329.0,431.0,437.0,1436.0,3776.0,31.01.2024,Cihlová,Novostavba,,382.0,,B,Patrový,,1,,1049.0,,,39900000,50.014542,14.507874,"Pouchova, Praha 4 - Šeberov",10,50.0875,14.4213889,10.195264735717238
187,3212428620,1006.0,388.0,1360.0,363.0,768.0,587.0,1416.0,441.0,190.0,2784.0,1097.0,31.01.2024,Cihlová,Velmi dobrý,,227.0,,G,Patrový,,1,,424.0,,,45000000,50.050575,14.552394,"U Golfu, Praha 10 - Horní Měcholupy",10,50.0875,14.4213889,10.211881688831342
188,362255692,1892.0,897.0,2425.0,180.0,357.0,769.0,1878.0,1760.0,411.0,1794.0,1816.0,31.01.2024,Cihlová,Velmi dobrý,,270.0,,G,Patrový,,1,,653.0,,,29900000,50.111156,14.33788,"Malý dvůr, Praha 6 - Nebušice",10,50.0875,14.4213889,6.511394288689694
189,4219442508,2348.0,165.0,1676.0,142.0,1320.0,236.0,1784.0,139.0,1018.0,2668.0,3842.0,31.01.2024,Cihlová,Projekt,Klidná část obce,88.0,,,Patrový,2,,,419.0,,Samostatný,14600000,50.022873,14.563279,Praha 10 - Křeslice,10,50.0875,14.4213889,12.41999865184347
190,94803276,1654.0,849.0,549.0,52.0,887.0,1178.0,2241.0,1951.0,218.0,2510.0,2120.0,31.01.2024,Cihlová,Projekt,Klidná část obce,134.0,,,Patrový,2,,,400.0,,V bloku,17000000,50.148651,14.496178,"Kostelecká, Praha",10,50.0875,14.4213889,8.64118222155577
192,2800553052,778.0,787.0,3959.0,85.0,988.0,507.0,3341.0,282.0,615.0,0.0,2938.0,31.01.2024,Smíšená,Dobrý,Klidná část obce,330.0,"včetně provize, včetně právního servisu",G,Patrový,3 včetně 1 podzemního,1,,541.0,1,Samostatný,16000000,49.992916,14.366013,"Strážovská, Praha 5 - Radotín",10,50.0875,14.4213889,11.236197773942171
193,1842734412,1138.0,943.0,1139.0,488.0,871.0,364.0,1679.0,1294.0,813.0,1208.0,1254.0,31.01.2024,Smíšená,Velmi dobrý,Klidná část obce,98.0,Dohoda možná. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,G,Přízemní,1,1,,229.0,,Samostatný,7390000,50.117191,14.5536,"Lužní, Praha 9 - Kyje",10,50.0875,14.4213889,9.990872065598566
194,2752812108,571.0,108.0,4105.0,175.0,214.0,172.0,1153.0,1168.0,41.0,0.0,3503.0,31.01.2024,Cihlová,Velmi dobrý,Rušná část obce,274.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,3 včetně 1 podzemního,,,270.0,16,Samostatný,17520000,49.969566,14.388981,"Elišky Přemyslovny, Praha 5 - Zbraslav",10,50.0875,14.4213889,13.316426790319227
195,3129402700,381.0,386.0,901.0,292.0,279.0,488.0,515.0,1013.0,270.0,397.0,349.0,31.01.2024,Cihlová,Po rekonstrukci,,248.0,,B,Přízemní,1. podlaží,1,,220.0,1,Řadový,29300000,50.096313,14.341279,"Ke dvoru, Praha 6 - Vokovice",10,50.0875,14.4213889,5.798290122905771
198,3857442124,588.0,508.0,628.0,190.0,463.0,87.0,610.0,980.0,292.0,608.0,1480.0,31.01.2024,Cihlová,Dobrý,Klidná část obce,301.0,"vč. provize, základních právních služeb, v případě rychlého jednání je cena k diskuzi",G,Patrový,3 včetně 1 podzemního,1,,657.0,1,Samostatný,24950000,50.039322,14.444142,"Krčská, Praha 4 - Krč",10,50.0875,14.4213889,5.597930878802814
200,989729868,1750.0,1702.0,1961.0,291.0,158.0,186.0,4168.0,1249.0,186.0,0.0,0.0,31.01.2024,Smíšená,Projekt,,187.0,,B,Patrový,2,,,509.0,,,21600000,50.01289,14.604807,Praha 10 - Benice,10,50.0875,14.4213889,15.502726564889842
202,1897993292,2027.0,904.0,0.0,188.0,1140.0,894.0,1331.0,1467.0,1413.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,,358.0,+ poplatky: žádné,G,Patrový,2,1,1.0,1157.0,,,24000000,49.955517,14.370275,"Vyvýšená, Praha 5 - Lipence",10,50.0875,14.4213889,15.123335800462078
204,1419044172,613.0,223.0,443.0,213.0,373.0,363.0,223.0,1163.0,324.0,5080.0,300.0,31.01.2024,Cihlová,Novostavba,,124.0,,B,Patrový,2,,,330.0,,,20900000,50.004955,14.411564,"Nesvadbova, Praha 4 - Modřany",10,50.0875,14.4213889,9.205357557804344
205,4258903372,1587.0,1268.0,1769.0,328.0,1487.0,320.0,2765.0,1469.0,236.0,4267.0,5022.0,31.01.2024,Cihlová,Velmi dobrý,,181.0,,B,Patrový,2,1,,300.0,,,18900000,50.021111,14.584672,"Křemenáčová, Praha 10 - Pitkovice",10,50.0875,14.4213889,13.798229829952431
208,1153655884,725.0,172.0,644.0,155.0,353.0,858.0,2422.0,795.0,216.0,1064.0,2739.0,31.01.2024,Cihlová,Velmi dobrý,,250.0,"včetně provize, včetně právního servisu",G,Patrový,,1,,570.0,,Řadový,14400000,50.037067,14.320703,"Smíchovská, Praha 5 - Řeporyje",10,50.0875,14.4213889,9.116131284537234
210,2331235660,1990.0,610.0,1623.0,19.0,564.0,398.0,1214.0,121.0,615.0,869.0,431.0,Včera,Cihlová,Dobrý,,285.0,,G,Patrový,,1,,870.0,,Samostatný,40685000,50.064552,14.510792,Praha 10 - Strašnice,10,50.0875,14.4213889,6.871313389911729
211,3917399372,757.0,253.0,815.0,116.0,235.0,289.0,3751.0,1037.0,79.0,2024.0,527.0,31.01.2024,Cihlová,Po rekonstrukci,,590.0,,G,Patrový,,,,1011.0,,Samostatný,46363500,50.070515,14.301612,"Ke Kaménce, Praha 6 - Řepy",10,50.0875,14.4213889,8.753125666326122
212,3997836364,3213.0,719.0,1989.0,60.0,714.0,411.0,2121.0,1667.0,305.0,2071.0,1424.0,31.01.2024,Smíšená,Novostavba,,161.0,včetně DPH,B,Patrový,,,,318.0,,Řadový,14595304,50.147091,14.473902,"U spojů, Praha 8 - Ďáblice",10,50.0875,14.4213889,7.61089560878993
214,2578417484,3296.0,2519.0,4400.0,110.0,1262.0,1262.0,5105.0,3065.0,92.0,0.0,0.0,31.01.2024,Cihlová,Novostavba,Klidná část obce,165.0,cena požadovaná majitelem,G,Patrový,3,,,219.0,,Samostatný,13500000,50.050491,14.629603,"Pod přehradou, Praha 10 - Hájek u Uhříněvsi",10,50.0875,14.4213889,15.41993851915662
217,810730828,2735.0,1619.0,0.0,222.0,536.0,536.0,3433.0,2075.0,300.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,370.0,,B,Patrový,3,,1.0,816.0,,Samostatný,23700000,50.064308,14.639278,"Pod Hořavkou, Praha 9 - Koloděje",10,50.0875,14.4213889,15.761357472956737
218,2700264780,1030.0,336.0,1392.0,159.0,83.0,295.0,774.0,2547.0,233.0,726.0,831.0,31.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,130.0,,G,Patrový,2,,,344.0,,Řadový,15950000,50.043911,14.476289,"Severní VII, Praha 4 - Záběhlice",10,50.0875,14.4213889,6.232788786186819
219,4144928076,2038.0,535.0,2589.0,85.0,329.0,332.0,3206.0,821.0,200.0,3264.0,2670.0,31.01.2024,Cihlová,Velmi dobrý,,155.0,,G,Patrový,2,1,,309.0,,,23700000,50.127541,14.36661,"Do zátiší, Praha 6 - Lysolaje",10,50.0875,14.4213889,5.923221410346657
220,3310540108,2788.0,1823.0,1585.0,738.0,1941.0,1906.0,4563.0,1611.0,936.0,4453.0,3799.0,31.01.2024,Cihlová,Novostavba,,50.0,"včetně poplatků, včetně provize, včetně právního servisu",,Patrový,,,,538.0,,Samostatný,6000000,50.124397,14.302733,"Preláta, Praha 6 - Přední Kopanina",10,50.0875,14.4213889,9.404324515391446
221,2280576588,1927.0,230.0,0.0,175.0,1652.0,230.0,2058.0,1223.0,313.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,252.0,"včetně provize RK, právního a hypotečního servisu",C,Patrový,2,28,1.0,647.0,2,Samostatný,19990000,50.074329,14.681655,"Kojická, Praha 9 - Újezd nad Lesy",10,50.0875,14.4213889,18.62876924841114
226,1987691852,836.0,569.0,4184.0,45.0,685.0,510.0,3036.0,1134.0,653.0,4705.0,0.0,31.01.2024,Cihlová,Novostavba,Klidná část obce,154.0,,B,Patrový,2,,,457.0,,Samostatný,16700000,50.08049,14.626196,"Na Vaňhově, Praha 9 - Běchovice",10,50.0875,14.4213889,14.633709529270332
227,2045044300,758.0,675.0,625.0,134.0,476.0,404.0,586.0,1669.0,364.0,552.0,414.0,31.01.2024,Cihlová,Před rekonstrukcí,,148.0,,G,Patrový,4,,,153.0,,Řadový,10900000,50.114338,14.507671,"Pod Krocínkou, Praha - Vysočany",10,50.0875,14.4213889,6.839435230095664
228,534341452,2057.0,565.0,719.0,271.0,209.0,497.0,1740.0,581.0,254.0,754.0,1326.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,205.0,"včetně poplatků, včetně provize, včetně právního servisu, cena k jednání",G,Patrový,,1,,409.0,1,Rohový,28900000,50.05201,14.319457,"Voleníkova, Praha 5 - Stodůlky",10,50.0875,14.4213889,8.276390231715476
229,4097164620,1032.0,258.0,805.0,247.0,133.0,396.0,499.0,1352.0,227.0,1040.0,633.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,500.0,,,Patrový,4,,,210.0,,Rohový,25900000,50.051151,14.461794,"Vnější, Praha 4 - Michle",10,50.0875,14.4213889,4.965129543828996
230,196453708,1055.0,319.0,706.0,82.0,433.0,262.0,1624.0,1987.0,201.0,363.0,406.0,31.01.2024,Cihlová,Před rekonstrukcí,,235.0,Cena je četně provize a právního servisu.,G,Patrový,4 včetně 1 podzemního,1,,456.0,40,Rohový,27999000,50.071442,14.342606,"V úvalu, Praha 5 - Motol",10,50.0875,14.4213889,5.898427746094138
231,255100236,2760.0,1854.0,1366.0,190.0,2117.0,1980.0,4549.0,1777.0,337.0,4434.0,3259.0,31.01.2024,Cihlová,Novostavba,Klidná část obce,151.0,"vč. DPH, neplatíte provizi!",B,Patrový,2,,,340.0,,Rohový,13990000,50.119053,14.296082,"Nové domy, Praha 6 - Přední Kopanina",10,50.0875,14.4213889,9.601048667823305
234,3367232844,1850.0,668.0,900.0,102.0,486.0,254.0,3091.0,1794.0,295.0,2931.0,1676.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,1000.0,,G,Patrový,3,,,1046.0,,Řadový,45000000,50.073849,14.55639,"Nepravidelná, Praha 10 - Štěrboholy",10,50.0875,14.4213889,9.751823953995084
236,1514509644,1821.0,266.0,1518.0,184.0,185.0,492.0,1142.0,605.0,341.0,2180.0,1372.0,31.01.2024,Cihlová,Po rekonstrukci,,121.0,,,Patrový,4 včetně 1 podzemního,,,241.0,1,Řadový,13950000,50.02071,14.460234,"Pod Jalovým dvorem, Praha 4 - Krč",10,50.0875,14.4213889,7.927628307078079
237,774911052,905.0,206.0,887.0,226.0,396.0,145.0,1434.0,2053.0,322.0,550.0,281.0,31.01.2024,Cihlová,Před rekonstrukcí,,250.0,,,Patrový,3,,,785.0,1,,38000000,50.07032,14.344915,"Na Homolce, Praha 5 - Motol",10,50.0875,14.4213889,5.781688200221731
241,1439282508,714.0,299.0,2644.0,199.0,365.0,329.0,730.0,260.0,427.0,3188.0,0.0,30.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,140.0,"včetně provize, včetně právního servisu, cena k jednání",G,Patrový,2 včetně 1 podzemního,1,,626.0,48,Samostatný,13989000,50.112984,14.619368,"Běluňská, Praha 9 - Horní Počernice",10,50.0875,14.4213889,14.402486198390406
242,1096140108,2321.0,142.0,862.0,162.0,123.0,231.0,4062.0,430.0,224.0,4144.0,5047.0,31.01.2024,Smíšená,Dobrý,,223.0,,G,Patrový,2 včetně 1 podzemního,1,1.0,796.0,1,,17900000,50.146233,14.583093,"Mladoboleslavská, Praha 9 - Vinoř",10,50.0875,14.4213889,13.250807730008555
244,1273021772,665.0,119.0,710.0,122.0,308.0,842.0,2487.0,724.0,165.0,1141.0,2720.0,Dnes,Cihlová,Před rekonstrukcí,,246.0,,G,Patrový,2. podlaží,,,506.0,,Samostatný,16580800,50.035397,14.317707,"Všerubská, Praha 5 - Řeporyje",10,50.0875,14.4213889,9.399085085375049
247,3279279436,1139.0,502.0,0.0,381.0,1117.0,519.0,1382.0,457.0,539.0,0.0,0.0,30.01.2024,Cihlová,Velmi dobrý,,186.0,,D,Patrový,2 včetně 1 podzemního,1,,780.0,,Samostatný,19500000,50.07848,14.665552,"Holšická, Praha 9 - Újezd nad Lesy",10,50.0875,14.4213889,17.450186434018224
